Date,Indian rupee (INR) per gram
04-04-1989,192.1794801
05-04-1989,191.6232722
06-04-1989,191.9698572
07-04-1989,192.540533
10-04-1989,195.0923377
11-04-1989,194.0210748
12-04-1989,194.6390122
13-04-1989,195.5958184
14-04-1989,194.8184134
17-04-1989,192.1801231
18-04-1989,192.1087484
19-04-1989,193.1951222
20-04-1989,192.5138478
21-04-1989,193.8677158
24-04-1989,193.2996121
25-04-1989,195.2862067
26-04-1989,195.1386348
27-04-1989,195.0785129
28-04-1989,190.4253353
01-05-1989,190.4253353
02-05-1989,191.8418972
03-05-1989,192.6096571
04-05-1989,192.6311981
05-05-1989,193.340122
08-05-1989,193.0321179
09-05-1989,193.1584703
10-05-1989,192.9279495
11-05-1989,194.738358
12-05-1989,193.0951333
15-05-1989,197.9167808
16-05-1989,192.7552999
17-05-1989,193.5462083
18-05-1989,190.1633068
19-05-1989,194.1101324
22-05-1989,193.9291237
23-05-1989,191.2040264
24-05-1989,187.589961
25-05-1989,189.2254695
26-05-1989,199.8361804
29-05-1989,187.1398506
30-05-1989,190.3150583
31-05-1989,188.7046274
01-06-1989,189.159882
02-06-1989,189.420303
05-06-1989,190.086788
06-06-1989,189.9585065
07-06-1989,194.0258975
08-06-1989,195.5160846
09-06-1989,190.9140267
12-06-1989,188.8685962
13-06-1989,190.4439828
14-06-1989,191.3927513
15-06-1989,189.6884402
16-06-1989,194.4097774
19-06-1989,189.0852922
20-06-1989,193.5526385
21-06-1989,191.2364987
22-06-1989,195.2727034
23-06-1989,190.4703464
26-06-1989,197.688832
27-06-1989,196.118268
28-06-1989,197.5081448
29-06-1989,199.303764
30-06-1989,197.4975351
03-07-1989,201.4543274
04-07-1989,197.1532006
05-07-1989,192.3350897
06-07-1989,194.0545116
07-07-1989,199.2102053
10-07-1989,195.0479697
11-07-1989,197.9994082
12-07-1989,198.7054386
13-07-1989,199.6995397
14-07-1989,195.3887676
17-07-1989,194.5377373
18-07-1989,193.8606426
19-07-1989,196.2459065
20-07-1989,194.7473602
21-07-1989,197.7949295
24-07-1989,195.1196659
25-07-1989,196.2150418
26-07-1989,194.997493
27-07-1989,196.3799751
28-07-1989,195.8138005
31-07-1989,193.2664968
01-08-1989,194.8512071
02-08-1989,194.4551099
03-08-1989,195.5508074
04-08-1989,205.3860422
07-08-1989,194.0377932
08-08-1989,192.6742801
09-08-1989,194.0918065
10-08-1989,193.5603546
11-08-1989,196.2632679
14-08-1989,192.303582
15-08-1989,196.3986225
16-08-1989,195.42767
17-08-1989,196.5442654
18-08-1989,194.8631029
21-08-1989,193.7680485
22-08-1989,193.6076162
23-08-1989,196.2500861
24-08-1989,192.15601
25-08-1989,190.9339602
28-08-1989,190.9339602
29-08-1989,190.1806682
30-08-1989,191.8602232
31-08-1989,191.6988264
01-09-1989,193.7821948
04-09-1989,190.0607459
05-09-1989,192.4315419
06-09-1989,192.2521408
07-09-1989,191.7827399
08-09-1989,192.6765306
11-09-1989,190.0945042
12-09-1989,192.0547352
13-09-1989,191.2596472
14-09-1989,193.0996344
15-09-1989,192.6218743
18-09-1989,191.5162102
19-09-1989,193.4748337
20-09-1989,193.4934811
21-09-1989,194.4084913
22-09-1989,196.5105071
25-09-1989,196.7815379
26-09-1989,195.5598096
27-09-1989,197.9354282
28-09-1989,195.9324367
29-09-1989,196.6307509
02-10-1989,200.271823
03-10-1989,197.0281342
04-10-1989,197.6782223
05-10-1989,195.5292664
06-10-1989,195.2501979
09-10-1989,197.5862711
10-10-1989,195.7395322
11-10-1989,196.2352968
12-10-1989,196.0224588
13-10-1989,195.4234904
16-10-1989,197.7814262
17-10-1989,197.0638215
18-10-1989,197.5721248
19-10-1989,198.5208933
20-10-1989,197.0882561
23-10-1989,195.2379806
24-10-1989,195.3196435
25-10-1989,197.6917256
26-10-1989,197.0329568
27-10-1989,199.9660694
30-10-1989,203.4856116
31-10-1989,202.8618871
01-11-1989,200.8328535
02-11-1989,203.7971523
03-11-1989,206.0049441
06-11-1989,203.7579284
07-11-1989,207.7381909
08-11-1989,207.3600981
09-11-1989,209.1914046
10-11-1989,209.2872138
13-11-1989,209.7109607
14-11-1989,209.9164039
15-11-1989,212.6836187
16-11-1989,212.0888299
17-11-1989,213.9169213
20-11-1989,213.3700371
21-11-1989,215.5013101
22-11-1989,222.1851288
23-11-1989,222.9200949
24-11-1989,225.1500707
27-11-1989,222.4876674
28-11-1989,222.4590532
29-11-1989,222.8567579
30-11-1989,221.2562938
01-12-1989,224.1826547
04-12-1989,222.6577448
05-12-1989,218.66205
06-12-1989,217.7007427
07-12-1989,219.8323372
08-12-1989,221.3067704
11-12-1989,221.0331676
12-12-1989,223.9521339
13-12-1989,224.7732639
14-12-1989,222.2925123
15-12-1989,224.7128205
18-12-1989,220.6727577
19-12-1989,225.0838401
20-12-1989,224.236025
21-12-1989,224.5980424
22-12-1989,222.1214704
25-12-1989,222.1214704
26-12-1989,222.1214704
27-12-1989,220.1094766
28-12-1989,216.0768085
29-12-1989,212.9922659
01-01-1990,212.9922659
02-01-1990,217.4895123
03-01-1990,215.4190042
04-01-1990,215.8517533
05-01-1990,220.2766605
08-01-1990,216.3443027
09-01-1990,219.5069716
10-01-1990,222.3130888
11-01-1990,224.2067678
12-01-1990,226.7174196
15-01-1990,224.9742061
16-01-1990,225.097022
17-01-1990,223.6695288
18-01-1990,225.5853918
19-01-1990,222.8024232
22-01-1990,221.3350631
23-01-1990,223.138077
24-01-1990,229.5293239
25-01-1990,225.2754586
26-01-1990,227.2501574
29-01-1990,226.1904688
30-01-1990,226.8595259
31-01-1990,226.3743711
01-02-1990,226.9228628
02-02-1990,227.8324075
05-02-1990,226.371156
06-02-1990,229.3467076
07-02-1990,230.7124713
08-02-1990,227.7542812
09-02-1990,227.85427
12-02-1990,229.4675944
13-02-1990,228.0372077
14-02-1990,226.0509346
15-02-1990,226.842486
16-02-1990,225.6847376
19-02-1990,224.4054594
20-02-1990,229.3862531
21-02-1990,229.5296454
22-02-1990,228.3339591
23-02-1990,227.2372972
26-02-1990,222.6063036
27-02-1990,223.4676221
28-02-1990,223.6868902
01-03-1990,222.7194742
02-03-1990,222.406969
05-03-1990,218.2936025
06-03-1990,222.2600401
07-03-1990,219.5031136
08-03-1990,219.7722153
09-03-1990,219.1584576
12-03-1990,217.0101447
13-03-1990,218.4906865
14-03-1990,217.8669621
15-03-1990,219.2568388
16-03-1990,219.7217386
19-03-1990,218.9385464
20-03-1990,219.6542221
21-03-1990,216.0983495
22-03-1990,216.0192587
23-03-1990,216.9924618
26-03-1990,201.715713
27-03-1990,203.521942
28-03-1990,204.0688262
29-03-1990,205.0156656
30-03-1990,203.6556891
02-04-1990,207.6931798
03-04-1990,210.1395301
04-04-1990,207.1356859
05-04-1990,208.7795535
06-04-1990,209.101704
09-04-1990,206.1004318
10-04-1990,206.665642
11-04-1990,207.6221267
12-04-1990,205.8666959
13-04-1990,205.8666959
16-04-1990,205.8666959
17-04-1990,207.6034792
18-04-1990,208.2272037
19-04-1990,208.6191213
20-04-1990,209.5466704
23-04-1990,210.1073794
24-04-1990,210.1212042
25-04-1990,207.0713844
26-04-1990,207.6504193
27-04-1990,207.6253417
30-04-1990,205.0982931
01-05-1990,206.1660194
02-05-1990,206.9990452
03-05-1990,205.9461082
04-05-1990,202.7946921
07-05-1990,202.7946921
08-05-1990,206.712582
09-05-1990,205.785676
10-05-1990,206.3997553
11-05-1990,204.7793577
14-05-1990,202.8094814
15-05-1990,204.5401561
16-05-1990,205.5268625
17-05-1990,204.8353
18-05-1990,204.8353
21-05-1990,205.7171949
22-05-1990,208.3985672
23-05-1990,202.4432844
24-05-1990,204.0804004
25-05-1990,201.500303
28-05-1990,201.500303
29-05-1990,205.5882704
30-05-1990,204.688371
31-05-1990,202.4040605
01-06-1990,202.9040046
04-06-1990,197.3184554
05-06-1990,200.3184416
06-06-1990,200.9765674
07-06-1990,197.5081448
08-06-1990,197.8888097
11-06-1990,196.1520263
12-06-1990,199.067456
13-06-1990,195.7533571
14-06-1990,193.6998889
15-06-1990,193.9455206
18-06-1990,193.3150444
19-06-1990,195.148923
20-06-1990,194.1438907
21-06-1990,195.6993438
22-06-1990,194.9402647
25-06-1990,195.8588115
26-06-1990,195.384588
27-06-1990,196.3590771
28-06-1990,197.5583
29-06-1990,197.4229453
02-07-1990,201.9909234
03-07-1990,202.5223752
04-07-1990,202.0137504
05-07-1990,201.4797265
06-07-1990,202.2622757
09-07-1990,200.1486856
10-07-1990,197.4737435
11-07-1990,197.8531223
12-07-1990,198.9973674
13-07-1990,203.8871744
16-07-1990,200.6881752
17-07-1990,201.8555688
18-07-1990,200.1255371
19-07-1990,202.8734614
20-07-1990,201.8729302
23-07-1990,202.9040046
24-07-1990,206.3650325
25-07-1990,208.2281682
26-07-1990,206.451518
27-07-1990,205.1667742
30-07-1990,202.9515877
31-07-1990,207.6038007
01-08-1990,206.7910299
02-08-1990,212.4762464
03-08-1990,211.2394072
06-08-1990,210.0231444
07-08-1990,212.9318225
08-08-1990,214.4863111
09-08-1990,213.752631
10-08-1990,217.5991463
13-08-1990,224.9214789
14-08-1990,228.9666858
15-08-1990,221.1305843
16-08-1990,223.4338638
17-08-1990,227.6501127
20-08-1990,223.9534199
21-08-1990,230.22378
22-08-1990,227.4565652
23-08-1990,228.9660428
24-08-1990,228.1298019
27-08-1990,228.1298019
28-08-1990,216.6500563
29-08-1990,214.611056
30-08-1990,218.8073714
31-08-1990,218.1051991
03-09-1990,219.0774377
04-09-1990,215.9784272
05-09-1990,215.4662658
06-09-1990,218.5527375
07-09-1990,218.2588797
10-09-1990,220.9515047
11-09-1990,216.2147352
12-09-1990,217.4383926
13-09-1990,218.3865181
14-09-1990,221.2485776
17-09-1990,221.7064042
18-09-1990,221.1717373
19-09-1990,222.2883327
20-09-1990,223.9199831
21-09-1990,226.927364
24-09-1990,227.0042042
25-09-1990,234.5757051
26-09-1990,234.0760825
27-09-1990,233.9378342
28-09-1990,235.7649612
01-10-1990,236.0131649
02-10-1990,225.0285409
03-10-1990,225.2191948
04-10-1990,229.578193
05-10-1990,229.4351222
08-10-1990,222.1381887
09-10-1990,230.2739352
10-10-1990,226.8421645
11-10-1990,224.3504816
12-10-1990,224.4832642
15-10-1990,219.2947767
16-10-1990,211.3493627
17-10-1990,212.8273325
18-10-1990,213.1790617
19-10-1990,216.5265974
22-10-1990,218.2424828
23-10-1990,215.8279617
24-10-1990,215.7112545
25-10-1990,218.4476045
26-10-1990,217.3834148
29-10-1990,214.6866102
30-10-1990,217.8730707
31-10-1990,221.6803621
01-11-1990,220.9759393
02-11-1990,221.0305955
05-11-1990,217.0776612
06-11-1990,220.7251634
07-11-1990,223.4496177
08-11-1990,224.4517565
09-11-1990,224.3157588
12-11-1990,220.1602748
13-11-1990,223.3425557
14-11-1990,223.2252055
15-11-1990,219.652936
16-11-1990,218.7359967
19-11-1990,215.7469418
20-11-1990,220.686261
21-11-1990,218.6691232
22-11-1990,219.9606187
23-11-1990,222.5272128
26-11-1990,224.0370118
27-11-1990,223.2972232
28-11-1990,224.5305258
29-11-1990,225.5776756
30-11-1990,225.0426872
03-12-1990,223.7180764
04-12-1990,219.8014725
05-12-1990,218.6202541
06-12-1990,215.3138713
07-12-1990,215.8269972
10-12-1990,216.4921961
11-12-1990,216.5664644
12-12-1990,215.2765764
13-12-1990,216.3459102
14-12-1990,217.0831269
17-12-1990,218.4855424
18-12-1990,220.0995099
19-12-1990,221.3119146
20-12-1990,224.3971002
21-12-1990,225.5130526
24-12-1990,223.0991746
25-12-1990,223.0991746
26-12-1990,223.0991746
27-12-1990,223.6357705
28-12-1990,224.3324772
31-12-1990,223.4110368
01-01-1991,223.4110368
02-01-1991,228.1847797
03-01-1991,224.9796717
04-01-1991,225.681844
07-01-1991,230.8410743
08-01-1991,228.3317086
09-01-1991,226.4942934
10-01-1991,228.9943354
11-01-1991,229.4302996
14-01-1991,233.433389
15-01-1991,235.454385
16-01-1991,237.7673097
17-01-1991,223.5894734
18-01-1991,223.0879218
21-01-1991,220.966937
22-01-1991,225.3744829
23-01-1991,224.1842623
24-01-1991,221.6421027
25-01-1991,221.7469142
28-01-1991,221.8141092
29-01-1991,223.8656484
30-01-1991,219.1083024
31-01-1991,218.9652316
01-02-1991,217.8958977
04-02-1991,217.2795679
05-02-1991,219.1205197
06-02-1991,215.5267092
07-02-1991,217.823237
08-02-1991,222.3539203
11-02-1991,218.4713961
12-02-1991,219.1700318
13-02-1991,221.4051517
14-02-1991,222.5950509
15-02-1991,222.1076455
18-02-1991,221.0682119
19-02-1991,222.6227005
20-02-1991,223.6997505
21-02-1991,222.0439871
22-02-1991,219.4391336
25-02-1991,219.2709852
26-02-1991,219.455852
27-02-1991,220.6476801
28-02-1991,222.387357
01-03-1991,225.3876647
04-03-1991,226.0708681
05-03-1991,222.8879442
06-03-1991,223.8543956
07-03-1991,224.2659252
08-03-1991,226.2235841
11-03-1991,231.9425589
12-03-1991,223.442866
13-03-1991,224.8880421
14-03-1991,224.1196393
15-03-1991,225.3850926
18-03-1991,227.8221192
19-03-1991,226.4470318
20-03-1991,227.0919758
21-03-1991,224.4848717
22-03-1991,223.9264133
25-03-1991,225.831988
26-03-1991,223.5795067
27-03-1991,222.5551839
28-03-1991,223.1978774
29-03-1991,223.1978774
01-04-1991,223.1978774
02-04-1991,226.1721429
03-04-1991,225.8808572
04-04-1991,226.6466879
05-04-1991,226.8267321
08-04-1991,227.6671526
09-04-1991,230.7565179
10-04-1991,230.4883806
11-04-1991,230.3044784
12-04-1991,230.9388126
15-04-1991,236.208963
16-04-1991,229.0104108
17-04-1991,228.9101005
18-04-1991,229.7987471
19-04-1991,230.0617402
22-04-1991,232.9630236
23-04-1991,231.2632136
24-04-1991,230.8774047
25-04-1991,230.2761857
26-04-1991,229.3679271
29-04-1991,227.512829
30-04-1991,232.3402636
01-05-1991,231.5609295
02-05-1991,230.0122281
03-05-1991,227.9176069
06-05-1991,227.9176069
07-05-1991,233.2678127
08-05-1991,233.9002179
09-05-1991,234.7113812
10-05-1991,234.6338979
13-05-1991,235.4878217
14-05-1991,235.0656824
15-05-1991,237.4072213
16-05-1991,234.291814
17-05-1991,234.0214262
20-05-1991,231.0587349
21-05-1991,236.296413
22-05-1991,236.6368894
23-05-1991,236.0649276
24-05-1991,239.2951131
27-05-1991,239.2951131
28-05-1991,236.1581648
29-05-1991,240.2294138
30-05-1991,240.8505663
31-05-1991,242.0067071
03-06-1991,242.0086362
04-06-1991,244.6594652
05-06-1991,244.6147757
06-06-1991,246.1396856
07-06-1991,248.3400827
10-06-1991,249.3621549
11-06-1991,250.9282178
12-06-1991,250.2495155
13-06-1991,248.8368117
14-06-1991,248.0037859
17-06-1991,246.5161708
18-06-1991,251.4384501
19-06-1991,249.8466667
20-06-1991,249.6328642
21-06-1991,247.7054269
24-06-1991,240.1879394
25-06-1991,246.7749843
26-06-1991,248.1867236
27-06-1991,247.0688422
28-06-1991,250.313817
01-07-1991,250.3536839
02-07-1991,272.8878207
03-07-1991,311.399914
04-07-1991,308.8111359
05-07-1991,310.3402254
08-07-1991,299.7893149
09-07-1991,307.0486319
10-07-1991,309.3146166
11-07-1991,305.652968
12-07-1991,305.5066821
15-07-1991,300.5458219
16-07-1991,307.8218574
17-07-1991,307.6890748
18-07-1991,306.8534769
19-07-1991,307.3691749
22-07-1991,304.0885127
23-07-1991,303.9820937
24-07-1991,302.8327045
25-07-1991,301.6202999
26-07-1991,301.4994131
29-07-1991,299.3266656
30-07-1991,299.0315218
31-07-1991,300.5442144
01-08-1991,300.4648021
02-08-1991,297.7824653
05-08-1991,290.8346889
06-08-1991,293.5157397
07-08-1991,293.6112274
08-08-1991,294.2471692
09-08-1991,296.6697279
12-08-1991,297.7442059
13-08-1991,296.1688193
14-08-1991,297.4956806
15-08-1991,299.0193045
16-08-1991,298.4135844
19-08-1991,300.203095
20-08-1991,295.9495512
21-08-1991,296.5266571
22-08-1991,296.6813022
23-08-1991,295.5148731
26-08-1991,293.8147416
27-08-1991,294.949663
28-08-1991,294.4452178
29-08-1991,290.5006427
30-08-1991,287.8668535
02-09-1991,287.1405682
03-09-1991,288.5944249
04-09-1991,288.5137265
05-09-1991,287.9375852
06-09-1991,288.6809104
09-09-1991,289.9042463
10-09-1991,291.0841787
11-09-1991,286.2663894
12-09-1991,286.7695485
13-09-1991,285.8673986
16-09-1991,282.8725565
17-09-1991,288.7149902
18-09-1991,289.9605101
19-09-1991,290.1955321
20-09-1991,289.9090689
23-09-1991,290.5028932
24-09-1991,292.753124
25-09-1991,292.7704854
26-09-1991,291.4635575
27-09-1991,289.4708543
30-09-1991,293.2312056
01-10-1991,293.1527578
02-10-1991,294.4384661
03-10-1991,295.4184209
04-10-1991,294.7487208
07-10-1991,297.8448377
08-10-1991,297.2015013
09-10-1991,296.7433531
10-10-1991,297.966046
11-10-1991,296.4279543
14-10-1991,296.8793508
15-10-1991,296.8767787
16-10-1991,296.2315133
17-10-1991,297.1661355
18-10-1991,297.3124214
21-10-1991,302.1749003
22-10-1991,301.1152117
23-10-1991,300.5403563
24-10-1991,299.2253908
25-10-1991,300.1957003
28-10-1991,297.3699712
29-10-1991,296.222511
30-10-1991,298.6113115
31-10-1991,297.1175878
01-11-1991,297.2291509
04-11-1991,295.2480219
05-11-1991,295.7154938
06-11-1991,293.766194
07-11-1991,293.766194
08-11-1991,293.3266933
11-11-1991,294.1722579
12-11-1991,294.1426793
13-11-1991,295.8074449
14-11-1991,294.994031
15-11-1991,294.6885989
18-11-1991,300.5792587
19-11-1991,300.8792252
20-11-1991,300.5660769
21-11-1991,301.7884483
22-11-1991,305.0237779
25-11-1991,306.3811824
26-11-1991,303.8489896
27-11-1991,305.1160506
28-11-1991,303.9046104
29-11-1991,304.3624371
02-12-1991,306.6509272
03-12-1991,299.3318097
04-12-1991,302.399634
05-12-1991,302.2141242
06-12-1991,305.5613384
09-12-1991,308.5626106
10-12-1991,305.6442873
11-12-1991,304.3466832
12-12-1991,298.6987615
13-12-1991,298.5994157
16-12-1991,298.3592497
17-12-1991,296.5295507
18-12-1991,297.3468227
19-12-1991,297.6763678
20-12-1991,296.8156923
23-12-1991,295.9296177
24-12-1991,298.6678968
25-12-1991,298.6678968
26-12-1991,298.6678968
27-12-1991,292.6984677
30-12-1991,291.9088454
31-12-1991,291.9464618
01-01-1992,291.9464618
02-01-1992,291.3912184
03-01-1992,292.903911
06-01-1992,292.538357
07-01-1992,289.9492574
08-01-1992,290.3514632
09-01-1992,292.7791661
10-01-1992,297.770891
13-01-1992,290.2913413
14-01-1992,293.1443986
15-01-1992,295.7724006
16-01-1992,295.4910816
17-01-1992,297.4779977
20-01-1992,298.8170763
21-01-1992,297.6975873
22-01-1992,296.0752606
23-01-1992,295.6087533
24-01-1992,294.7979115
27-01-1992,298.6592161
28-01-1992,296.9893064
29-01-1992,296.0640079
30-01-1992,297.4776762
31-01-1992,295.2358046
03-02-1992,293.4655845
04-02-1992,295.4068466
05-02-1992,293.4247531
06-02-1992,294.842601
07-02-1992,294.8387429
10-02-1992,293.486804
11-02-1992,296.6092845
12-02-1992,297.2677318
13-02-1992,297.3982638
14-02-1992,294.5763928
17-02-1992,294.1272469
18-02-1992,293.9343424
19-02-1992,302.1257096
20-02-1992,299.6783948
21-02-1992,297.8757024
24-02-1992,289.6052444
25-02-1992,293.3617376
26-02-1992,291.9827921
27-02-1992,296.2900276
28-02-1992,296.1193072
02-03-1992,294.9184768
03-03-1992,311.6182175
04-03-1992,311.1758233
05-03-1992,312.9428283
06-03-1992,310.9549476
09-03-1992,305.9002073
10-03-1992,309.0281534
11-03-1992,310.0794828
12-03-1992,312.7335269
13-03-1992,313.1559878
16-03-1992,311.1285617
17-03-1992,309.7573323
18-03-1992,311.5236944
19-03-1992,308.6510251
20-03-1992,310.9182958
23-03-1992,317.5709283
24-03-1992,316.9693878
25-03-1992,316.8822593
26-03-1992,316.8549312
27-03-1992,316.4871266
30-03-1992,318.1708612
31-03-1992,318.721282
01-04-1992,319.798975
02-04-1992,316.0170827
03-04-1992,316.2369938
06-04-1992,317.8991874
07-04-1992,313.748526
08-04-1992,313.9558983
09-04-1992,314.6464964
10-04-1992,318.054797
13-04-1992,316.4774814
14-04-1992,314.0835368
15-04-1992,316.374599
16-04-1992,311.5912109
17-04-1992,311.5912109
20-04-1992,311.5912109
21-04-1992,310.991278
22-04-1992,312.5094362
23-04-1992,312.0316762
24-04-1992,310.1379972
27-04-1992,307.9215247
28-04-1992,309.5541396
29-04-1992,309.2512796
30-04-1992,309.1512908
01-05-1992,313.9510757
04-05-1992,313.9510757
05-05-1992,309.5878979
06-05-1992,309.4628315
07-05-1992,308.8220671
08-05-1992,310.1273874
11-05-1992,306.8669802
12-05-1992,305.1292324
13-05-1992,305.3317821
14-05-1992,305.7455622
15-05-1992,308.9725326
18-05-1992,306.3075572
19-05-1992,306.9187429
20-05-1992,305.2829129
21-05-1992,308.2529989
22-05-1992,309.5335631
25-05-1992,309.5335631
26-05-1992,311.2761336
27-05-1992,313.168205
28-05-1992,309.8679309
29-05-1992,310.8726417
01-06-1992,308.9185194
02-06-1992,311.2664884
03-06-1992,312.5303342
04-06-1992,310.9877414
05-06-1992,311.142708
08-06-1992,320.6274998
09-06-1992,307.7443741
10-06-1992,307.760771
11-06-1992,308.6352713
12-06-1992,309.3056143
15-06-1992,308.6124443
16-06-1992,311.4748252
17-06-1992,311.9512993
18-06-1992,311.1468876
19-06-1992,312.3535051
22-06-1992,308.1954491
23-06-1992,311.9693037
24-06-1992,310.2611345
25-06-1992,312.392729
26-06-1992,312.7515314
29-06-1992,313.6642911
30-06-1992,316.3147986
01-07-1992,315.9293112
02-07-1992,312.8409104
03-07-1992,315.3576709
06-07-1992,320.8843842
07-07-1992,316.5218494
08-07-1992,319.4073789
09-07-1992,318.4766148
10-07-1992,319.8176224
13-07-1992,319.474574
14-07-1992,321.0573552
15-07-1992,322.0746049
16-07-1992,323.0410563
17-07-1992,326.1622508
20-07-1992,337.2777284
21-07-1992,327.6643337
22-07-1992,327.5109746
23-07-1992,327.8697769
24-07-1992,326.6387248
27-07-1992,327.0062079
28-07-1992,327.8681694
29-07-1992,327.1087688
30-07-1992,325.6841692
31-07-1992,327.117771
03-08-1992,321.6100266
04-08-1992,321.5434745
05-08-1992,319.4475674
06-08-1992,317.7291099
07-08-1992,318.3338655
10-08-1992,318.572424
11-08-1992,317.0121483
12-08-1992,315.4120056
13-08-1992,307.5074231
14-08-1992,306.3043422
17-08-1992,304.1399539
18-08-1992,306.2265373
19-08-1992,308.0938527
20-08-1992,307.3350951
21-08-1992,307.5112812
24-08-1992,307.8089971
25-08-1992,311.0401471
26-08-1992,308.6352713
27-08-1992,309.2303816
28-08-1992,311.8609557
31-08-1992,311.8609557
01-09-1992,311.7809003
02-09-1992,310.1833297
03-09-1992,308.9551712
04-09-1992,311.4806124
07-09-1992,312.2503012
08-09-1992,312.1162326
09-09-1992,313.2521185
10-09-1992,311.9355454
11-09-1992,309.9839951
14-09-1992,314.3053769
15-09-1992,315.6531362
16-09-1992,315.6454201
17-09-1992,318.3036438
18-09-1992,317.3680571
21-09-1992,316.653346
22-09-1992,318.5685659
23-09-1992,317.5127354
24-09-1992,317.9165488
25-09-1992,318.8064815
28-09-1992,315.6698546
29-09-1992,316.8295321
30-09-1992,318.4158499
01-10-1992,319.1151286
02-10-1992,317.7625467
05-10-1992,317.9319812
06-10-1992,318.9916698
07-10-1992,319.1070909
08-10-1992,320.0616466
09-10-1992,320.0394626
12-10-1992,314.2786918
13-10-1992,313.2103225
14-10-1992,314.1317629
15-10-1992,310.9571982
16-10-1992,311.2246924
19-10-1992,316.5414614
20-10-1992,313.3431051
21-10-1992,313.9279272
22-10-1992,312.5576624
23-10-1992,314.1693793
26-10-1992,311.2819207
27-10-1992,308.6182314
28-10-1992,308.5905817
29-10-1992,309.5528536
30-10-1992,309.6927093
02-11-1992,310.7421097
03-11-1992,309.3226542
04-11-1992,308.1925555
05-11-1992,308.0369459
06-11-1992,307.2650065
09-11-1992,306.7595967
10-11-1992,300.7059327
11-11-1992,302.4478601
12-11-1992,303.433602
13-11-1992,304.7736451
16-11-1992,305.8654845
17-11-1992,304.4084126
18-11-1992,306.4593088
19-11-1992,305.3870814
20-11-1992,306.6576789
23-11-1992,302.0591576
24-11-1992,304.7093436
25-11-1992,305.7764269
26-11-1992,305.9281784
27-11-1992,304.7549977
30-11-1992,303.0391123
01-12-1992,305.8661275
02-12-1992,309.2467785
03-12-1992,308.0121898
04-12-1992,312.4708553
07-12-1992,305.6182452
08-12-1992,312.5576624
09-12-1992,310.1225648
10-12-1992,312.1454898
11-12-1992,313.6025616
14-12-1992,310.2929638
15-12-1992,311.2761336
16-12-1992,313.5054664
17-12-1992,315.8756194
18-12-1992,313.5208987
21-12-1992,309.5792172
22-12-1992,309.0574106
23-12-1992,310.9813113
24-12-1992,308.8146724
25-12-1992,308.8146724
28-12-1992,308.8146724
29-12-1992,306.7541311
30-12-1992,309.5194168
31-12-1992,309.9106914
01-01-1993,309.9106914
04-01-1993,304.9096428
05-01-1993,298.246079
06-01-1993,306.0519588
07-01-1993,306.7248739
08-01-1993,304.7987227
11-01-1993,303.7342115
12-01-1993,306.2837657
13-01-1993,304.7450309
14-01-1993,304.7209179
15-01-1993,305.6757951
18-01-1993,303.0773717
19-01-1993,306.2281449
20-01-1993,306.0365264
21-01-1993,306.8068583
22-01-1993,303.3455089
25-01-1993,302.6655207
26-01-1993,308.300582
27-01-1993,309.2911465
28-01-1993,308.3459146
29-01-1993,310.0100372
01-02-1993,309.46251
02-02-1993,310.0026425
03-02-1993,310.7800476
04-02-1993,310.7803691
05-02-1993,314.8114297
08-02-1993,311.1510672
09-02-1993,316.4485457
10-02-1993,319.5591304
11-02-1993,324.4730505
12-02-1993,321.4624546
15-02-1993,315.1223274
16-02-1993,318.8231999
17-02-1993,318.2454509
18-02-1993,318.0975575
19-02-1993,320.8573776
22-02-1993,317.8943648
23-02-1993,318.959519
24-02-1993,318.8235214
25-02-1993,321.4267673
26-02-1993,317.8281342
01-03-1993,337.3818968
02-03-1993,342.1659279
03-03-1993,339.5967617
04-03-1993,338.1364748
05-03-1993,338.3605655
08-03-1993,331.3092638
09-03-1993,332.1985534
10-03-1993,330.5588654
11-03-1993,332.3859923
12-03-1993,331.6018356
15-03-1993,329.3824696
16-03-1993,334.6764115
17-03-1993,333.2219117
18-03-1993,333.9745607
19-03-1993,337.1362651
22-03-1993,334.1378865
23-03-1993,336.0215987
24-03-1993,335.5521978
25-03-1993,337.0501011
26-03-1993,337.1462318
29-03-1993,333.751113
30-03-1993,336.1640265
31-03-1993,338.8653323
01-04-1993,337.6378167
02-04-1993,343.849984
05-04-1993,339.2196335
06-04-1993,340.8384236
07-04-1993,338.7698445
08-04-1993,340.7175368
09-04-1993,340.7175368
12-04-1993,340.7175368
13-04-1993,339.4755534
14-04-1993,342.0456841
15-04-1993,341.3120041
16-04-1993,340.3085793
19-04-1993,339.0768842
20-04-1993,342.8298408
21-04-1993,341.7984449
22-04-1993,341.7794759
23-04-1993,347.6248032
26-04-1993,352.0079144
27-04-1993,355.758299
28-04-1993,352.6753639
29-04-1993,360.0497807
30-04-1993,357.3394727
03-05-1993,357.3394727
04-05-1993,359.4093378
05-05-1993,356.4951941
06-05-1993,358.5396601
07-05-1993,360.7622412
10-05-1993,361.9875062
11-05-1993,358.6354693
12-05-1993,360.4404122
13-05-1993,369.7975655
14-05-1993,370.6415226
17-05-1993,372.3271863
18-05-1993,370.8112786
19-05-1993,384.4412661
20-05-1993,375.7923937
21-05-1993,376.3952202
24-05-1993,379.8469244
25-05-1993,380.8667461
26-05-1993,377.5741881
27-05-1993,378.3461275
